Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language,unique_movies,weighted_average
Neevalle Neevalle,2007,120,6.2,44,19,17,Neevalle Neevalle telugu 2007,6.00270026525199
Neethee Justice Prevails,2018,120,8.6,8,219,9,Neethee Justice Prevails malayalam 2018,6.419845422116528
Maher Karo Maa Meladi,2006,150,5.0,1,8,4,Maher Karo Maa Meladi gujarati 2006,5.562523510971787
Din Amader,1977,120,5.0,1,8,2,Din Amader bengali 1977,5.562523510971787
Ziddi Mera Naa,1991,120,5.0,1,1,13,Ziddi Mera Naa punjabi 1991,5.562523510971787
Chinna Gounder,1991,150,6.9,157,81924,16,Chinna Gounder tamil 1991,6.745368074389772
Janam Janam Ke Phere: Alias Sati Anapurna,1957,120,5.7,6,89,5,Janam Janam Ke Phere: Alias Sati Anapurna hindi 1957,5.613908045977012
Satyaprathinja,1991,132,5.5,8,0,9,Satyaprathinja malayalam 1991,5.5646730083234255
Talliprema,1941,211,5.0,1,8,17,Talliprema telugu 1941,5.562523510971787
Paijjecha Vida,1979,120,5.0,1,8,10,Paijjecha Vida marathi 1979,5.562523510971787
Shivamani,2009,137,5.0,1,1624,6,Shivamani kannada 2009,5.562523510971787
Mookitab,2011,120,5.0,1,58,19,Mookitab urdu 2011,5.562523510971787
Kajraare,2010,112,2.8,402,6819,5,Kajraare hindi 2010,2.9384764000978234
Green Blood,2013,120,5.0,1,7,11,Green Blood nepali 2013,5.562523510971787
Double Cross,1938,142,5.0,1,0,5,Double Cross hindi 1938,5.562523510971787
Do or Die,1944,120,5.0,1,0,5,Do or Die hindi 1944,5.562523510971787
Liger,2021,120,5.0,1,8,17,Liger telugu 2021,5.562523510971787
Mayavi,2007,124,6.8,991,158,9,Mayavi malayalam 2007,6.774876993321521
Saani Kaayidham,2021,120,5.0,1,8,16,Saani Kaayidham tamil 2021,5.562523510971787
Pengaan,1956,120,5.0,1,0,13,Pengaan punjabi 1956,5.562523510971787
Oh Darling Yeh Hai India,1995,160,4.2,1563,5,5,Oh Darling Yeh Hai India hindi 1995,4.218418887147336
Athmakadha,2010,120,7.7,78,8,9,Athmakadha malayalam 2010,7.252277951933124
Sardarji,2015,141,6.4,1383,51013,13,Sardarji punjabi 2015,6.387874300029472
Prema Chandrama,2011,120,5.0,1,8,6,Prema Chandrama kannada 2011,5.562523510971787
Platform No. 2,2018,129,5.0,1,8,3,Platform No. 2 bhojpuri 2018,5.562523510971787
Tum Mere Rani Ho,2005,120,5.0,1,24,5,Tum Mere Rani Ho hindi 2005,5.562523510971787
Kanneer Pookal,1981,120,5.0,1,15,16,Kanneer Pookal tamil 1981,5.562523510971787
Adhipathi,1990,120,5.0,1,0,9,Adhipathi malayalam 1990,5.562523510971787
Maharaja,1970,120,5.6,8,1,5,Maharaja hindi 1970,5.592259215219976
Rikshawala,1938,120,5.0,1,0,5,Rikshawala hindi 1938,5.562523510971787
Hamari Baat,1943,120,8.2,9,0,5,Hamari Baat hindi 1943,6.3725172413793105
Colors,0,120,5.0,1,8,16,Colors tamil 0,5.562523510971787
Phulu Thakurma,1974,120,5.0,1,8,2,Phulu Thakurma bengali 1974,5.562523510971787
Sohni Mahiwal,1946,120,5.0,1,0,5,Sohni Mahiwal hindi 1946,5.562523510971787
Aryamala,1941,226,5.0,1,89,16,Aryamala tamil 1941,5.562523510971787
Headline,2014,120,5.0,1,6,10,Headline marathi 2014,5.562523510971787
Ghat Prathighat,2007,120,5.0,1,8,10,Ghat Prathighat marathi 2007,5.562523510971787
Mamla Garbar Hai,1983,120,7.5,27,515,13,Mamla Garbar Hai punjabi 1983,6.664073275862069
Vasantham,1996,120,5.0,1,0,16,Vasantham tamil 1996,5.562523510971787
Jaanleva Black Blood,2012,120,6.0,14,16,5,Jaanleva Black Blood hindi 2012,5.753586206896553
Nadaan Jawaani,2003,120,5.0,1,24,5,Nadaan Jawaani hindi 2003,5.562523510971787
Kayal,2014,139,6.4,348,19,16,Kayal tamil 2014,6.3538631903560425
Janmabhoomi,1969,130,5.0,1,28,9,Janmabhoomi malayalam 1969,5.562523510971787
Nenu Kidnap Ayyanu,2017,126,6.9,18,8,17,Nenu Kidnap Ayyanu telugu 2017,6.194244031830239
Kochu Thampuratti,1979,120,5.0,1,0,9,Kochu Thampuratti malayalam 1979,5.562523510971787
Koi Toh Rok Lo,2014,40,7.2,21,519,19,Koi Toh Rok Lo urdu 2014,6.394655172413794
Queen,2013,146,8.2,61263,258,5,Queen hindi 2013,8.199105402996562
Veeranjaneya,1968,120,5.0,1,0,17,Veeranjaneya telugu 1968,5.562523510971787
Karulina Koogu,1993,149,7.3,15,8,6,Karulina Koogu kannada 1993,6.3020977011494255
Aayi Tere Yaad,1980,120,5.0,1,8,5,Aayi Tere Yaad hindi 1980,5.562523510971787
Engane Undasane,1984,120,5.0,1,0,9,Engane Undasane malayalam 1984,5.562523510971787
Gunaaji,2014,125,5.0,1,8,7,Gunaaji kashmiri 2014,5.562523510971787
Antha Oka Maya,2009,76,5.0,1,8,17,Antha Oka Maya telugu 2009,5.562523510971787
Devaru Kotta Vera,1975,120,5.0,1,0,6,Devaru Kotta Vera kannada 1975,5.562523510971787
Superstar,1990,120,4.5,12,0,9,Superstar malayalam 1990,5.1931974921630095
Jora Jatt,1997,120,5.0,1,126,13,Jora Jatt punjabi 1997,5.562523510971787
Aayiram Naavulla Ananthan,1996,130,4.9,60,8,9,Aayiram Naavulla Ananthan malayalam 1996,5.0787100893997446
Madurai to Theni,2009,120,5.0,1,8,16,Madurai to Theni tamil 2009,5.562523510971787
Race 2,2013,150,5.3,15351,1624,5,Race 2 hindi 2013,5.300395232711513
Jungle King,1959,120,5.0,1,2,5,Jungle King hindi 1959,5.562523510971787
Ready Steady Bhaag,2015,95,7.7,21,51519,12,Ready Steady Bhaag oriya 2015,6.644655172413794
Belgaum,2021,120,5.0,1,8,6,Belgaum kannada 2021,5.562523510971787
Aik Aur Aik Gyarah,2015,90,7.1,17,519,19,Aik Aur Aik Gyarah urdu 2015,6.265145190562613
Mantostaan,2017,92,5.9,86,812,19,Mantostaan urdu 2017,5.839023525620368
Sonar Pathar Bati,2019,120,5.0,1,8,2,Sonar Pathar Bati bengali 2019,5.562523510971787
Kudmai,1987,120,5.0,1,156,13,Kudmai punjabi 1987,5.562523510971787
Gori Aur Kaali,2003,116,5.0,1,1,5,Gori Aur Kaali hindi 2003,5.562523510971787
Malavika,2001,120,5.0,1,0,9,Malavika malayalam 2001,5.562523510971787
Lakhon Mein Ek,1947,120,5.0,1,15,5,Lakhon Mein Ek hindi 1947,5.562523510971787
Nano Diyariyo Ladko,1998,120,5.0,1,5,4,Nano Diyariyo Ladko gujarati 1998,5.562523510971787
Prem Aggan,1998,168,1.8,498,819,5,Prem Aggan hindi 1998,1.953324696033486
Thirumbi Paar,1953,156,6.3,10,58,16,Thirumbi Paar tamil 1953,5.818565072302559
Dhan Daulat,1980,146,6.5,57,8,5,Dhan Daulat hindi 1980,6.254814323607428
Gul Baloch,1944,120,5.0,1,15,13,Gul Baloch punjabi 1944,5.562523510971787
Nidhi,1998,120,6.4,14,25,17,Nidhi telugu 1998,5.913586206896552
Raja Bhai Lagey Raho...,2005,120,3.1,18,5,5,Raja Bhai Lagey Raho... hindi 2005,4.4403978779840845
Chinna Rayudu,1992,120,6.6,44,1,17,Chinna Rayudu telugu 1992,6.27346949602122
Chakravarthy,1987,136,7.8,91,168,17,Chakravarthy telugu 1987,7.385495689655172
Sinamkol,2020,121,8.8,18,8,16,Sinamkol tamil 2020,7.071167108753316
Sail,2006,120,7.7,6,8,10,Sail marathi 2006,6.0583524904214565
The Story of Jesus 3D,2014,45,5.0,1,3,9,The Story of Jesus 3D malayalam 2014,5.562523510971787
Chan Mera Mahi,1979,120,5.0,1,19,13,Chan Mera Mahi punjabi 1979,5.562523510971787
Operation 786 Pakistani Animated Film,2017,32,5.0,1,3211,19,Operation 786 Pakistani Animated Film urdu 2017,5.562523510971787
Madhya Surya,1975,120,5.0,1,0,5,Madhya Surya hindi 1975,5.562523510971787
Orange,2012,142,5.1,12,8,9,Orange malayalam 2012,5.411379310344827
Jeena Isi Ka Naam Hai,1982,120,5.0,1,19,5,Jeena Isi Ka Naam Hai hindi 1982,5.562523510971787
Kanchana 3,2019,164,4.1,1195,1513,16,Kanchana 3 tamil 2019,4.125719997731397
Raja Aur Rangeeli,1996,120,8.5,73,519,5,Raja Aur Rangeeli hindi 1996,7.849739545121056
Puraskar,1970,120,4.6,8,156,5,Puraskar hindi 1970,5.316397146254459
Tharunnyam,2001,120,5.0,1,0,9,Tharunnyam malayalam 2001,5.562523510971787
Sikandar,2009,110,6.4,261,6816,19,Sikandar urdu 2009,6.339629493763757
Kovil Yaanai,1986,121,5.0,1,8,16,Kovil Yaanai tamil 1986,5.562523510971787
Ore Kadal,2007,120,7.2,359,819,9,Ore Kadal malayalam 2007,7.110988203266788
Titli,2014,116,7.6,4410,168,5,Titli hindi 2014,7.590470665141363
Ta Holey,1964,120,5.0,1,8,2,Ta Holey bengali 1964,5.562523510971787
Behropiya,1993,120,5.0,1,0,19,Behropiya urdu 1993,5.562523510971787
Adivasi Queen,1997,120,5.0,1,2816,5,Adivasi Queen hindi 1997,5.562523510971787
Irukku Aana Illai,2014,130,5.8,6,5813,16,Irukku Aana Illai tamil 2014,5.636130268199234
Nattukku Oru Nallavan,1991,120,5.1,82,1,5,Nattukku Oru Nallavan hindi 1991,5.199762303314363
Professor Huchuraya,1974,120,7.0,8,0,6,Professor Huchuraya kannada 1974,5.978466111771701
Shani,1989,120,7.1,25,20,19,Shani urdu 1989,6.4103373313343335
Aplam Chaplam,1961,120,5.0,1,5,5,Aplam Chaplam hindi 1961,5.562523510971787
Dheepam,1977,120,6.4,8,0,16,Dheepam tamil 1977,5.812948870392391
Pavitra Paapi,1970,152,7.9,48,8,5,Pavitra Paapi hindi 1970,7.196746626686657
Sahi Hai Notebandee,2019,112,5.0,1,0,10,Sahi Hai Notebandee marathi 2019,5.562523510971787
Aaj Gaye Holud,2000,122,6.2,11,819,2,Aaj Gaye Holud bengali 2000,5.799234913793104
Shunyo,2013,120,6.8,8,24,2,Shunyo bengali 2013,5.923293697978597
Pajero Group,1994,120,5.0,1,16,19,Pajero Group urdu 1994,5.562523510971787
Pandigai,2017,150,6.4,258,11924,16,Pandigai tamil 2017,6.33898034853541
Khawar Malik,2019,120,5.0,1,14,19,Khawar Malik urdu 2019,5.562523510971787
Nagan rani,1992,120,5.0,1,0,19,Nagan rani urdu 1992,5.562523510971787
Refugee,1948,120,5.0,1,8,5,Refugee hindi 1948,5.562523510971787
Alamaara,2017,131,5.3,311,59,9,Alamaara malayalam 2017,5.318299750727046
Akarshanam,1990,120,5.0,1,0,9,Akarshanam malayalam 1990,5.562523510971787
Jai Vethlam,1985,120,5.0,1,0,9,Jai Vethlam malayalam 1985,5.562523510971787
Bhuddah Hoga Tera Baap,2011,114,5.6,2761,156,5,Bhuddah Hoga Tera Baap hindi 2011,5.599919308857433
Mera Dil Leke Dekho,2006,120,6.6,56,519,5,Mera Dil Leke Dekho hindi 2006,6.324357366771159
Aroopam,2015,120,5.0,1,8,16,Aroopam tamil 2015,5.562523510971787
Parashuram,1989,164,5.0,1,18,6,Parashuram kannada 1989,5.562523510971787
Yuvathurki,1996,151,6.6,65,124,9,Yuvathurki malayalam 1996,6.353203688853247
Menicheppu Thurannappol,1985,120,7.6,5,0,9,Menicheppu Thurannappol malayalam 1985,5.975981432360744
Avano Atho Avalo,1979,123,5.2,5,0,9,Avano Atho Avalo malayalam 1979,5.514442970822282
Sangharsh,2018,152,7.6,36,158,3,Sangharsh bhojpuri 2018,6.859219600725953
Vennira Adai,1965,177,6.8,17,8,16,Vennira Adai tamil 1965,6.130934664246824
Gundu,2019,141,7.3,807,8,16,Gundu tamil 2019,7.256612943528236
Meri Pyaas Bhujao,1990,120,5.0,1,24,5,Meri Pyaas Bhujao hindi 1990,5.562523510971787
Mantrayachi Sun,1980,120,5.0,1,8,10,Mantrayachi Sun marathi 1980,5.562523510971787
Chinna Marumagal,1992,120,5.3,7,0,16,Chinna Marumagal tamil 1992,5.51698275862069
Nelavanka,1983,109,5.0,1,8,17,Nelavanka telugu 1983,5.562523510971787
Sagaracharitham,1998,120,5.0,1,8,9,Sagaracharitham malayalam 1998,5.562523510971787
Labad kuthali,2006,146,5.0,1,5,10,Labad kuthali marathi 2006,5.562523510971787
Kabhi Kabhie,1978,178,6.8,115,8,12,Kabhi Kabhie oriya 1978,6.613055273833671
Maza Aur Mauj Masti,2005,120,5.0,1,6824,5,Maza Aur Mauj Masti hindi 2005,5.562523510971787
Karna,1986,149,7.5,28,0,6,Karna kannada 1986,6.681133004926108
Kohinoor,2014,138,7.4,7,8,11,Kohinoor nepali 2014,6.04198275862069
Ektu Valobasar Janno,2020,120,5.0,1,8,2,Ektu Valobasar Janno bengali 2020,5.562523510971787
Ammayane Sathyam,1993,130,5.9,73,5819,9,Ammayane Sathyam malayalam 1993,5.8305906089508435
Mere Huzoor,1968,165,6.4,57,819,5,Mere Huzoor hindi 1968,6.181737400530504
Bidroho Charidike,2000,120,5.0,1,18,2,Bidroho Charidike bengali 2000,5.562523510971787
Bapu Viru Vategavkar,2009,120,5.0,1,1,10,Bapu Viru Vategavkar marathi 2009,5.562523510971787
Leelamahal Centre,2004,120,5.8,13,1,17,Leelamahal Centre telugu 2004,5.669868154158215
Ee Vazhi Mathram,1983,120,5.0,1,0,9,Ee Vazhi Mathram malayalam 1983,5.562523510971787
Kunku Maze Bhagyache,1972,120,5.0,1,0,10,Kunku Maze Bhagyache marathi 1972,5.562523510971787
Heroz,2018,120,5.0,1,8,11,Heroz nepali 2018,5.562523510971787
Waghi,2015,93,5.0,1,8,10,Waghi marathi 2015,5.562523510971787
Minda Poochakku Kalyanam,1990,99,4.3,20,5819,9,Minda Poochakku Kalyanam malayalam 1990,4.960378469301935
Velakkariyayirunnalum Neeyen Mohavalli,2018,126,7.2,6,168,9,Velakkariyayirunnalum Neeyen Mohavalli malayalam 2018,5.947241379310345
Bodyguard,2010,152,6.7,927,5,9,Bodyguard malayalam 2010,6.675396115233523
Firdaus,1953,120,5.0,1,8,5,Firdaus hindi 1953,5.562523510971787
Triples,2020,25,6.9,654,5,9,Triples malayalam 2020,6.859222988505747
Amar,1954,149,6.9,161,81519,5,Amar hindi 1954,6.748766578249338
Chhaya,1936,150,5.0,1,0,5,Chhaya hindi 1936,5.562523510971787
Saat Mulaqatien,2019,120,5.0,1,8,19,Saat Mulaqatien urdu 2019,5.562523510971787
"Maadathy, an Unfairy Tale",2019,90,7.1,38,816,16,"Maadathy, an Unfairy Tale tamil 2019",6.56229690239626
Udaari,2016,120,8.7,614,68,12,Udaari oriya 2016,8.59712679880532
Jawani Ki Kahani,1986,120,6.2,6,8,5,Jawani Ki Kahani hindi 1986,5.725019157088123
Rishi,2001,143,3.8,48,1,16,Rishi tamil 2001,4.344572713643179
Darmiyaan: In Between,1997,128,7.3,59,8,5,Darmiyaan: In Between hindi 1997,6.850943965517241
Raasta,2003,110,6.3,14,18,2,Raasta bengali 2003,5.873586206896552
Sab Say Mushkil Shadi,2017,80,8.8,26,589,12,Sab Say Mushkil Shadi oriya 2017,7.365436537050624
Dhakee,2009,130,5.0,1,8,2,Dhakee bengali 2009,5.562523510971787
Ameera,2021,120,5.0,1,8,9,Ameera malayalam 2021,5.562523510971787
Apna Ghar,1942,167,5.0,1,0,5,Apna Ghar hindi 1942,5.562523510971787
Yaadon Ki Zanjeer,1984,128,5.4,18,8,5,Yaadon Ki Zanjeer hindi 1984,5.501936339522547
Genterman,1969,120,5.0,1,15,13,Genterman punjabi 1969,5.562523510971787
Suprabadham,1979,122,5.0,1,0,16,Suprabadham tamil 1979,5.562523510971787
Mera Haque,1986,135,4.6,34,1,5,Mera Haque hindi 1986,4.977736677115987
Heer Ranjha,1992,159,5.2,143,819,5,Heer Ranjha hindi 1992,5.249850714886459
Faraar,2015,148,5.4,255,1,13,Faraar punjabi 2015,5.414404047976012
Rowdy Gari Teacher,1993,120,5.0,1,8,17,Rowdy Gari Teacher telugu 1993,5.562523510971787
Kalivesham,2014,90,5.0,1,8,9,Kalivesham malayalam 2014,5.562523510971787
Keno Mon Take Chay,2012,120,5.0,1,8,2,Keno Mon Take Chay bengali 2012,5.562523510971787
Bharathchandran I.P.S,2005,120,5.6,224,124,9,Bharathchandran I.P.S malayalam 2005,5.599083743842364
Khananam,2019,120,5.0,1,8,17,Khananam telugu 2019,5.562523510971787
Raunaq,1944,120,5.0,1,0,5,Raunaq hindi 1944,5.562523510971787
Mirza Sahiban,1939,120,5.0,1,0,13,Mirza Sahiban punjabi 1939,5.562523510971787
Sajarur Kanta,2015,120,5.0,1,8,2,Sajarur Kanta bengali 2015,5.562523510971787
Jamuna Tudu,0,120,5.0,1,4,5,Jamuna Tudu hindi 0,5.562523510971787
Ek Se Badhkar Ek,1976,158,7.0,43,156,5,Ek Se Badhkar Ek hindi 1976,6.537117456896552
Kids No. 1,2004,120,5.0,1,8,5,Kids No. 1 hindi 2004,5.562523510971787
Birthday,1965,120,5.0,1,0,5,Birthday hindi 1965,5.562523510971787
Pyar Ke Jalwe,1989,120,5.0,1,19,5,Pyar Ke Jalwe hindi 1989,5.562523510971787
Tholi Parichayam,2017,120,5.0,1,0,17,Tholi Parichayam telugu 2017,5.562523510971787
Aurat Aur Patthar,1989,120,5.0,1,8,5,Aurat Aur Patthar hindi 1989,5.562523510971787
Meeku Maathrame Chepta,2019,120,6.2,368,5,17,Meeku Maathrame Chepta telugu 2019,6.167032177998404
Chakkikotha Chankaran,1989,120,7.4,86,58,9,Chakkikotha Chankaran malayalam 1989,7.044631002255881
Daam,2010,120,8.4,200,819,19,Daam urdu 2010,8.13292089249493
The Goodbye Man,2005,120,5.0,1,21,19,The Goodbye Man urdu 2005,5.562523510971787
Jumbulingam,1982,140,6.6,14,812,9,Jumbulingam malayalam 1982,5.993586206896552
Muklawa,2019,112,6.1,437,8,13,Muklawa punjabi 2019,6.076584098780304
Manjal Veiyil,2009,120,5.0,1,8,16,Manjal Veiyil tamil 2009,5.562523510971787
Pahila Paul,2007,120,5.0,1,9,10,Pahila Paul marathi 2007,5.562523510971787
Aanamuttathe Aangalamaar,2019,6,5.0,1,2114,9,Aanamuttathe Aangalamaar malayalam 2019,5.562523510971787
Kutch,0,120,5.0,1,816,5,Kutch hindi 0,5.562523510971787
Jadui Danda,1935,120,5.0,1,110,5,Jadui Danda hindi 1935,5.562523510971787
Hyancha Kahi Nem Nahi,2007,120,7.2,19,5,10,Hyancha Kahi Nem Nahi marathi 2007,6.354387931034483
Troyee,1982,113,6.4,24,8,2,Troyee bengali 1982,6.021678160919541
Main Hoon Beauty Queen,2001,120,5.0,1,24,5,Main Hoon Beauty Queen hindi 2001,5.562523510971787
Family 420,0,135,5.0,1,5,10,Family 420 marathi 0,5.562523510971787
Mere Arman Mere Sapne,1963,120,5.0,1,8,5,Mere Arman Mere Sapne hindi 1963,5.562523510971787
Daaka,1959,120,5.0,1,1616,5,Daaka hindi 1959,5.562523510971787
Tunir Maa,2014,139,5.0,1,8,2,Tunir Maa bengali 2014,5.562523510971787
Vidyapati,1964,120,5.0,1,8,5,Vidyapati hindi 1964,5.562523510971787
Mirza Ghalib,1954,145,7.0,103,4815,19,Mirza Ghalib urdu 1954,6.7610928809788655
Moti Baa,1966,120,5.0,1,8,4,Moti Baa gujarati 1966,5.562523510971787
Anthappuram,1980,131,5.0,1,0,9,Anthappuram malayalam 1980,5.562523510971787
Nam Areal Ond Dina,2010,133,5.0,1,8,6,Nam Areal Ond Dina kannada 2010,5.562523510971787
Amizade,2018,120,5.0,1,1,8,Amizade konkani 2018,5.562523510971787
Hariye Jaai,2012,120,5.0,1,8,2,Hariye Jaai bengali 2012,5.562523510971787
Zamana,1938,120,5.0,1,0,5,Zamana hindi 1938,5.562523510971787
Mumbai,2017,147,5.0,1,8,6,Mumbai kannada 2017,5.562523510971787
Kalyana Penn,1959,120,5.0,1,0,16,Kalyana Penn tamil 1959,5.562523510971787
Raatporir Rupkatha,2007,114,5.0,1,819,2,Raatporir Rupkatha bengali 2007,5.562523510971787
Gauri,2006,120,5.0,1,8,10,Gauri marathi 2006,5.562523510971787
Ente Mamattikkuttiyammakku,1983,116,7.6,99,8,9,Ente Mamattikkuttiyammakku malayalam 1983,7.248129310344827
Just Maath Maathalli,2010,133,7.0,229,81519,6,Just Maath Maathalli kannada 2010,6.881502068965518
Rajneeti,2010,163,7.1,16540,6824,5,Rajneeti hindi 2010,7.098084386041989
Sri Shirdi Saibaba Mahathyam,1986,120,7.6,82,8,16,Sri Shirdi Saibaba Mahathyam tamil 1986,7.190053565450284
Rishta,2010,120,5.0,1,9,3,Rishta bhojpuri 2010,5.562523510971787
Badrinath Yatra,1967,140,5.0,1,68,5,Badrinath Yatra hindi 1967,5.562523510971787
The Philosopher's Stone,1958,111,7.7,1046,5,2,The Philosopher's Stone bengali 1958,7.658458779045342
Rudra,2018,147,5.0,1,8,3,Rudra bhojpuri 2018,5.562523510971787
Paadunna Puzha,1968,120,5.0,1,0,9,Paadunna Puzha malayalam 1968,5.562523510971787
Thagithey Thandana,2020,120,5.0,1,5,17,Thagithey Thandana telugu 2020,5.562523510971787
Mooga Manasulu,2019,120,5.0,1,19,17,Mooga Manasulu telugu 2019,5.562523510971787
Kaun Dilan Diyan Jane,1985,120,5.0,1,168,13,Kaun Dilan Diyan Jane punjabi 1985,5.562523510971787
America America,1983,148,4.8,11,168,9,America America malayalam 1983,5.3179849137931035
Baharon Ke Manzil,1991,120,5.0,1,19,5,Baharon Ke Manzil hindi 1991,5.562523510971787
Padayottam,2018,134,6.2,424,56,9,Padayottam malayalam 2018,6.171180937621077
Nam Gani B Com Pass,2019,116,7.3,83,8,6,Nam Gani B Com Pass kannada 2019,6.954572281167108
Masti Ka Yeh Aalam,2003,120,5.0,1,5,5,Masti Ka Yeh Aalam hindi 2003,5.562523510971787
Mayurpankh,1954,106,5.9,16,2815,5,Mayurpankh hindi 1954,5.723662628145386
Limits of Freedom: The Street Children of Kathmandu,2017,20,8.9,9,721,11,Limits of Freedom: The Street Children of Kathmandu nepali 2017,6.5825172413793105
Sarabha: Cry for Freedom,0,120,5.0,1,4,13,Sarabha: Cry for Freedom punjabi 0,5.562523510971787
Pathan,0,120,5.0,1,1824,5,Pathan hindi 0,5.562523510971787
The Dying Japi,2019,15,5.0,1,721,1,The Dying Japi assamese 2019,5.562523510971787
Chempada,2008,120,5.0,1,61524,9,Chempada malayalam 2008,5.562523510971787
Na chura sako gy daman,1975,120,5.0,1,0,19,Na chura sako gy daman urdu 1975,5.562523510971787
Harya Narya Zindabad,1972,120,5.0,1,5,10,Harya Narya Zindabad marathi 1972,5.562523510971787
Neythukaran,2002,120,5.0,1,8,9,Neythukaran malayalam 2002,5.562523510971787
Aadi,0,120,5.0,1,168,2,Aadi bengali 0,5.562523510971787
Seshakreeya,1982,120,5.0,1,0,9,Seshakreeya malayalam 1982,5.562523510971787
Nai Duniya Naye Log,1973,122,5.0,1,8,5,Nai Duniya Naye Log hindi 1973,5.562523510971787
Kallathoni,2016,120,5.0,1,8,16,Kallathoni tamil 2016,5.562523510971787
Aappan Pher Milange,2012,132,3.8,13,8,13,Aappan Pher Milange punjabi 2012,4.905162271805274
Sugreeva,2010,120,5.0,1,8,6,Sugreeva kannada 2010,5.562523510971787
Rajadhi Raju,1980,120,5.2,8,0,17,Rajadhi Raju telugu 1980,5.48191438763377
Ajith,2014,130,6.3,19,158,6,Ajith kannada 2014,5.926887931034483
Mastan Dada,1977,120,5.0,1,1624,5,Mastan Dada hindi 1977,5.562523510971787
Chakori,1949,120,5.0,1,19,5,Chakori hindi 1949,5.562523510971787
Raju Gari Gadhi,2015,135,5.0,225,13,17,Raju Gari Gadhi telugu 2015,5.050306980656014
Kiladi Bullodu,1972,122,5.0,1,8,17,Kiladi Bullodu telugu 1972,5.562523510971787
Sau Ka Note,1955,120,5.0,1,0,5,Sau Ka Note hindi 1955,5.562523510971787
Special Drink Aka Mystery Theatre,2002,20,5.0,1,21816,19,Special Drink Aka Mystery Theatre urdu 2002,5.562523510971787
Kousalya Krishnamurthy,2019,149,7.3,165,822,17,Kousalya Krishnamurthy telugu 2019,7.106857619577308
Chehra,1946,120,5.0,1,8,5,Chehra hindi 1946,5.562523510971787
Seethamma Pelli,1984,120,8.6,42,0,17,Seethamma Pelli telugu 1984,7.596436781609196
Hum Sey Hai Zamana,1986,120,5.0,1,1,19,Hum Sey Hai Zamana urdu 1986,5.562523510971787
Venkatadri Express,2013,127,6.9,338,25,17,Venkatadri Express telugu 2013,6.823330131591587
Sinam,0,120,5.0,1,124,16,Sinam tamil 0,5.562523510971787
Gharni Shobha,1963,120,5.0,1,8,4,Gharni Shobha gujarati 1963,5.562523510971787
Annamalai,1992,164,7.7,1695,18,5,Annamalai hindi 1992,7.674169881842295
Rishta Kaghaz Da,1984,120,5.0,1,0,13,Rishta Kaghaz Da punjabi 1984,5.562523510971787
Hero,2012,163,3.7,227,1824,9,Hero malayalam 2012,3.8599819243604006
Aiyaary,2018,157,5.3,4061,1824,5,Aiyaary hindi 2018,5.3014883677710385
Seeta Aur Geeta,1972,162,6.8,1747,258,5,Seeta Aur Geeta hindi 1972,6.785619636448744
Marina Manishi,1970,171,5.0,1,0,17,Marina Manishi telugu 1970,5.562523510971787
Monpura,2009,136,8.6,6499,6815,2,Monpura bengali 2009,8.590302993441929
Aranyaka,1994,90,6.7,47,8,5,Aranyaka hindi 1994,6.35699290060852
Miga Miga Avasaram,2019,96,7.2,135,8,16,Miga Miga Avasaram tamil 2019,6.983176392572945
Kadalora Kattu,1991,120,3.4,7,0,9,Kadalora Kattu malayalam 1991,5.04198275862069
Pathiye Daiva,1964,120,5.0,1,0,6,Pathiye Daiva kannada 1964,5.562523510971787
Anandha Veedu,2020,111,5.0,1,8,16,Anandha Veedu tamil 2020,5.562523510971787
Traffic Ramasamy,2018,113,5.5,59,48,16,Traffic Ramasamy tamil 2018,5.523443965517242
Sheran De Putt Sher,1990,120,5.0,1,0,13,Sheran De Putt Sher punjabi 1990,5.562523510971787
Pelli Peetalu,1998,120,6.1,8,19,17,Pelli Peetalu telugu 1998,5.730190249702735
Provoked: A True Story,2006,113,6.6,2039,468,13,Provoked: A True Story punjabi 2006,6.589696853029795
Devadas,1989,132,5.0,1,819,9,Devadas malayalam 1989,5.562523510971787
Mahasati Arundhati,1968,120,7.8,9,0,6,Mahasati Arundhati kannada 1968,6.25251724137931
Adada Enna Azhagu,2009,160,5.0,1,8,16,Adada Enna Azhagu tamil 2009,5.562523510971787
Jannat Ki Talash,1999,120,6.8,18,0,19,Jannat Ki Talash urdu 1999,6.148090185676392
Kiln,2017,12,8.4,7,721,12,Kiln oriya 2017,6.29198275862069
Madhumoham,2002,120,5.0,1,0,9,Madhumoham malayalam 2002,5.562523510971787
Dost Taru Sapnu,2018,109,5.0,1,8,4,Dost Taru Sapnu gujarati 2018,5.562523510971787
Jasoos,1947,120,5.0,1,6,5,Jasoos hindi 1947,5.562523510971787
Asha - Education To Girls,2012,60,5.0,1,8,5,Asha - Education To Girls hindi 2012,5.562523510971787
Bhadra,2001,120,3.3,7,0,9,Bhadra malayalam 2001,5.01698275862069
Nammina Bantu,1960,120,6.8,13,0,17,Nammina Bantu telugu 1960,6.052221095334685
I Love You,1992,120,4.0,8,819,5,I Love You hindi 1992,5.150879904875149
Poonthottam,1998,120,5.0,1,0,16,Poonthottam tamil 1998,5.562523510971787
Prema katha Chitram 2,2019,134,4.4,5,24,17,Prema katha Chitram 2 telugu 2019,5.360596816976128
